STATE,COUNTY,UnempRate
29,125,6.2     
29,127,5.5     
29,129,5.1     
29,131,7.7     
29,133,7.3     
29,135,6.0     
29,137,6.5     
29,139,5.9     
29,141,8.7     
29,143,7.4     
29,145,5.4     
29,147,6.8     
29,149,7.5     
29,151,4.7     
29,153,8.9     
29,155,9.3     
29,157,5.5     
29,159,6.2     
29,161,6.5     
29,163,5.7     
29,165,5.1     
29,167,6.4     
29,169,7.3     
29,171,5.0     
29,173,5.3     
29,175,7.0     
29,177,6.8     
29,179,8.4     
29,181,8.2     
29,183,4.8     
29,185,7.7     
29,186,6.7     
29,187,7.7     
29,189,5.8     
29,195,5.6     
29,197,7.4     
29,199,4.8     
29,201,6.6     
29,203,9.4     
29,205,6.0     
29,207,7.8     
29,209,9.7     
29,211,6.6     
29,213,9.8     
29,215,7.9     
29,217,5.6     
29,219,6.2     
29,221,8.6     
29,223,7.5     
29,225,6.1     
29,227,4.1     
29,229,7.3     
29,510,7.6     
30,001,3.7     
30,003,10.0     
30,005,5.8     
30,007,5.4     
30,009,3.9     
30,011,3.3     
30,013,4.3     
30,015,3.2     
30,017,3.2     
30,019,3.0     
30,021,2.6     
30,023,4.3     
30,025,1.9     
30,027,4.3     
30,029,6.4     
30,031,3.5     
30,033,2.7     
30,035,10.5     
30,037,4.6     
30,039,6.8     
30,041,5.8     
30,043,4.6     
30,045,4.2     
30,047,5.6     
30,049,3.7     
30,051,3.1     
30,053,11.2     
30,055,2.4     
30,057,4.6     
30,059,4.3     
30,061,9.1     
30,063,4.4     
30,065,4.0     
30,067,5.6     
30,069,4.2     
30,071,5.3     
30,073,4.9     
30,075,3.0     
30,077,5.0     
30,079,4.2     
30,081,6.0     
30,083,2.4     
30,085,5.2     
30,087,5.6     
30,089,9.3     
30,091,2.7     
30,093,4.9     
30,095,3.7     
30,097,3.5     
30,099,3.8     
30,101,3.0     
30,103,4.0     
30,105,3.0     
30,107,4.9     
30,109,3.1     
30,111,3.7     
31,001,3.4     
31,003,2.7     
31,005,5.4     
31,007,3.7     
31,009,4.4     
31,011,2.6     
31,013,3.1     
31,015,3.3     
31,017,3.4     
31,019,2.7     
31,021,3.9     
31,023,2.9     
31,025,3.7     
31,027,2.3     
31,029,2.0     
31,031,2.4     
31,033,2.2     
31,035,3.3     
31,037,3.0     
31,039,2.6     
31,041,2.4     
31,043,3.7     
31,045,2.9     
31,047,3.4     
31,049,2.7     
31,051,3.0     
31,053,3.6     
31,055,3.6     
31,057,2.3     
31,059,2.4     
31,061,3.2     
31,063,2.8     
31,065,2.9     
31,067,4.1     
31,069,2.8     
31,071,2.6     
31,073,3.0     
31,075,2.3     
31,077,3.2     
31,079,3.9     
31,081,3.0     
31,083,2.6     
31,085,2.9     
31,087,3.4     
31,089,2.6     
31,091,4.2     
31,093,3.7     
31,095,3.0     
31,097,3.8     
31,099,2.4     
31,101,2.9     
31,103,2.7     
31,105,2.5     
31,107,3.1     
31,109,3.0     
31,111,3.2     
31,113,3.0     
31,115,3.7     
31,117,2.3     
31,119,2.9     
31,121,3.8     
31,123,3.0     
31,125,2.7     
31,127,3.8     
31,129,2.8     
31,131,3.7     
31,133,2.8     
31,135,2.1     
31,137,2.6     
31,139,2.8     
31,141,3.0     
31,143,3.2     
31,145,2.6     
31,147,3.6     
31,149,2.6     
31,151,3.4     
31,153,3.1     
31,155,3.5     
31,157,3.6     
31,159,3.0     
31,161,2.6     
31,163,3.3     
31,165,2.5     
31,167,2.8     
31,169,2.5     
31,171,3.5     
31,173,6.0     
31,175,3.0     
31,177,3.2     
31,179,2.8     
31,181,3.4     
31,183,2.9     
31,185,3.2     
32,001,7.6     
32,003,8.0     
32,005,8.0     
32,007,5.6     
32,009,4.5     
32,011,6.0     
32,013,6.2     
32,015,6.6     
32,017,7.4     
32,019,10.2     
32,021,11.2     
32,023,9.6     
32,027,7.2     
32,029,9.1     
32,031,7.6     
32,033,6.0     
32,510,8.6     
33,001,4.1     
33,003,4.2     
33,005,4.0     
33,007,5.9     
33,009,3.5     
33,011,4.5     
33,013,3.8     
33,015,4.6     
33,017,4.0     
33,019,3.6     
34,001,10.5     
34,003,5.4     
34,005,6.4     
34,007,7.7     
34,009,12.3     
34,011,9.9     
34,013,8.0     
34,015,7.3     
34,017,6.4     
34,019,4.8     
34,021,5.8     
34,023,6.1     
34,025,6.0     
34,027,5.0     
34,029,7.4     
34,031,8.2     
34,033,8.5     
34,035,5.2     
34,037,6.4     
34,039,6.9     
34,041,6.3     
35,001,6.3     
35,003,8.3     
35,005,6.2     
35,006,8.4     
35,007,6.3     
35,009,5.1     
35,011,4.7     
35,013,7.4     
35,015,4.5     
35,017,6.7     
35,019,7.7     
35,021,5.1     
35,023,7.2     
35,025,4.4     
35,027,6.1     
35,028,4.2     
35,029,18.3     
35,031,10.1     
35,033,11.1     
35,035,6.3     
35,037,6.6     
35,039,8.7     
35,041,5.6     
35,043,7.2     
35,045,6.4     
35,047,8.2     
35,049,5.6     
35,051,9.3     
35,053,7.4     
35,055,10.0     
35,057,9.8     
35,059,4.6     
35,061,8.0     
36,001,4.9     
36,003,6.2     
36,005,9.7     
36,007,6.6     
36,009,7.0     
36,011,6.0     
36,013,6.8     
36,015,6.3     
36,017,6.2     
36,019,6.6     
36,021,4.7     
36,023,6.5     
36,025,6.6     
36,027,5.3     
36,029,6.1     
36,031,6.9     
36,033,7.2     
36,035,7.7     
36,037,5.5     
36,039,6.7     
36,041,7.4     
36,043,6.8     
36,045,7.6     
36,047,7.6     
36,049,7.8     
36,051,5.8     
36,053,6.4     
36,055,5.8     
36,057,7.5     
36,059,4.8     
36,061,6.1     
36,063,7.0     
36,065,6.1     
36,067,5.6     
36,069,5.2     
36,071,5.5     
36,073,7.7     
36,075,8.1     
36,077,5.7     
36,079,4.9     
36,081,6.3     
36,083,5.4     
36,085,7.4     
36,087,5.1     
36,089,7.8     
36,091,4.7     
36,093,5.4     
36,095,6.7     
36,097,7.0     
36,099,5.6     
36,101,6.9     
36,103,5.4     
36,105,6.6     
36,107,6.1     
36,109,4.4     
36,111,5.7     
36,113,6.6     
36,115,6.1     
36,117,6.2     
36,119,5.1     
36,121,6.5     
36,123,5.6     
37,001,5.7     
37,003,5.6     
37,005,6.8     
37,007,7.1     
37,009,6.8     
37,011,6.5     
37,013,7.3     
37,015,7.9     
37,017,9.3     
37,019,7.9     
37,021,4.7     
37,023,6.2     
37,025,5.8     
37,027,7.2     
37,029,6.1     
37,031,6.2     
37,033,7.2     
37,035,6.3     
37,037,4.9     
37,039,7.1     
37,041,7.9     
37,043,6.5     
37,045,7.3     
37,047,8.5     
37,049,6.9     
37,051,8.0     
37,053,6.3     
37,055,8.4     
37,057,6.3     
37,059,5.8     
37,061,6.4     
37,063,5.1     
37,065,10.3     
37,067,6.0     
37,069,6.5     
37,071,6.8     
37,073,5.9     
37,075,13.3     
37,077,5.4     
37,079,6.2     
37,081,6.5     
37,083,9.6     
37,085,7.3     
37,087,5.8     
37,089,5.0     
37,091,7.4     
37,093,8.3     
37,095,9.2     
37,097,6.3     
37,099,6.6     
37,101,5.6     
37,103,6.6     
37,105,8.1     
37,107,7.1     
37,109,6.1     
37,111,6.4     
37,113,6.6     
37,115,6.2     
37,117,7.8     
37,119,6.0     
37,121,7.7     
37,123,6.4     
37,125,6.1     
37,127,7.9     
37,129,5.9     
37,131,8.0     
37,133,6.1     
37,135,4.6     
37,137,6.6     
37,139,8.0     
37,141,7.1     
37,143,7.7     
37,145,7.7     
37,147,6.4     
37,149,5.3     
37,151,6.5     
37,153,8.8     
37,155,9.4     
37,157,7.5     
37,159,7.0     
37,161,8.5     
37,163,6.4     
37,165,11.9     
37,167,6.0     
37,169,6.0     
37,171,6.1     
37,173,9.0     
37,175,5.8     
37,177,9.9     
37,179,5.2     
37,181,9.3     
37,183,4.9     
37,185,8.9     
37,187,9.6     
37,189,5.2     
37,191,6.4     
37,193,6.6     
37,195,9.5     
37,197,5.6     
37,199,6.7     
38,001,2.7     
38,003,3.1     
38,005,6.5     
38,007,2.8     
38,009,3.4     
38,011,1.8     
38,013,2.6     
38,015,2.5     
38,017,2.4     
38,019,2.9     
38,021,2.0     
38,023,1.5     
38,025,1.3     
38,027,5.6     
38,029,5.6     
38,031,3.1     
38,033,2.0     
38,035,2.8     
38,037,2.8     
38,039,2.4     
38,041,2.1     
38,043,3.9     
38,045,2.4     
38,047,2.9     
38,049,4.2     
38,051,3.0     
38,053,1.5     
38,055,4.0     
38,057,3.9     
38,059,3.3     
38,061,1.3     
38,063,3.8     
38,065,6.3     
38,067,5.6     
38,069,4.3     
38,071,3.6     
38,073,2.8     
38,075,2.6     
38,077,3.0     
38,079,11.4     
38,081,2.3     
38,083,5.0     
38,085,4.7     
38,087,2.1     
38,089,1.6     
38,091,2.2     
38,093,2.8     
38,095,3.6     
38,097,2.6     
38,099,4.6     
38,101,2.6     
38,103,4.4     
38,105,1.2     
39,001,9.2     
39,003,5.8     
39,005,5.9     
39,007,7.2     
39,009,6.8     
39,011,4.3     
39,013,6.7     
39,015,7.4     
39,017,5.5     
39,019,6.1     
39,021,5.0     
39,023,5.8     
39,025,5.5     
39,027,7.7     
39,029,6.5     
39,031,7.5     
39,033,6.7     
39,035,6.2     
39,037,5.3     
39,039,5.5     
39,041,4.1     
39,043,6.4     
39,045,5.2     
39,047,6.0     
39,049,4.9     
39,051,5.9     
39,053,7.7     
39,055,5.0     
39,057,5.2     
39,059,6.7     
39,061,5.5     
39,063,4.4     
39,065,5.7     
39,067,6.0     
39,069,6.5     
39,071,7.7     
39,073,6.4     
39,075,4.0     
39,077,8.0     
39,079,8.8     
39,081,8.1     
39,083,5.3     
39,085,5.5     
39,087,6.6     
39,089,5.2     
39,091,5.0     
39,093,6.4     
39,095,6.4     
39,097,4.7     
39,099,6.7     
39,101,6.0     
39,103,5.0     
39,105,9.0     
39,107,3.8     
39,109,5.4     
39,111,11.0     
39,113,6.1     
39,115,7.8     
39,117,5.9     
39,119,7.1     
39,121,7.6     
39,123,7.6     
39,125,5.5     
39,127,7.4     
39,129,5.7     
39,131,9.1     
39,133,5.9     
39,135,5.7     
39,137,4.5     
39,139,6.5     
39,141,6.4     
39,143,5.7     
39,145,8.7     
39,147,5.7     
39,149,5.1     
39,151,5.8     
39,153,5.9     
39,155,7.2     
39,157,5.5     
39,159,4.5     
39,161,4.9     
39,163,8.0     
39,165,5.0     
39,167,6.4     
39,169,4.6     
39,171,5.4     
39,173,5.2     
39,175,4.4     
40,001,8.0     
40,003,2.5     
40,005,6.2     
40,007,2.8     
40,009,2.8     
40,011,3.5     
40,013,4.8     
40,015,5.4     
40,017,3.6     
40,019,4.4     
40,021,6.0     
40,023,8.3     
40,025,2.8     
40,027,3.7     
40,029,6.7     
40,031,4.7     
40,033,4.6     
40,035,5.5     
40,037,5.0     
40,039,3.1     
40,041,5.8     
40,043,3.1     
40,045,3.0     
40,047,3.6     
40,049,4.1     
40,051,4.0     
40,053,2.6     
40,055,4.7     
40,057,4.1     
40,059,2.7     
40,061,7.4     
40,063,7.0     
40,065,4.3     
40,067,4.6     
40,069,7.0     
40,071,5.7     
40,073,3.1     
40,075,4.1     
40,077,7.4     
40,079,6.9     
40,081,4.5     
40,083,4.0     
40,085,3.6     
40,087,3.7     
40,089,8.1     
40,091,9.1     
40,093,2.6     
40,095,4.8     
40,097,4.9     
40,099,4.2     
40,101,5.7     
40,103,3.7     
40,105,6.1     
40,107,6.0     
40,109,4.2     
40,111,6.8     
40,113,5.1     
40,115,6.7     
40,117,5.3     
40,119,3.7     
40,121,6.2     
40,123,4.3     
40,125,4.7     
40,127,7.5     
40,129,2.8     
40,131,4.2     
40,133,6.8     
40,135,6.9     
40,137,4.5     
40,139,3.7     
40,141,4.6     
40,143,4.3     
40,145,4.3     
40,147,4.2     
40,149,3.4     
40,151,2.7     
40,153,3.1     
41,001,8.3     
41,003,5.1     
41,005,6.2     
41,007,6.6     
41,009,8.4     
41,011,9.0     
41,013,9.8     
41,015,10.2     
41,017,7.8     
41,019,9.2     
41,021,8.1     
41,023,10.5     
41,025,9.6     
41,027,5.5     
41,029,8.4     
41,031,8.9     
41,033,9.4     
41,035,9.4     
41,037,9.6     
41,039,6.9     
41,041,7.8     
41,043,8.1     
41,045,8.0     
41,047,7.4     
41,049,6.9     
41,051,5.9     
41,053,6.8     
41,055,7.5     
41,057,6.9     
41,059,7.8     
41,061,7.3     
41,063,10.0     
41,065,6.6     
41,067,5.6     
41,069,6.3     
41,071,6.5     
42,001,4.6     
42,003,5.4     
42,005,6.5     
42,007,6.5     
42,009,6.6     
42,011,5.5     
42,013,5.7     
42,015,5.4     
42,017,5.3     
42,019,5.1     
42,021,7.0     
42,023,7.1     
42,025,7.1     
42,027,4.3     
42,029,4.2     
42,031,6.3     
42,033,7.2     
42,035,7.3     
42,037,6.2     
42,039,5.8     
42,041,4.5     
42,043,5.4     
42,045,5.5     
42,047,5.2     
42,049,6.2     
42,051,7.9     
42,053,8.1     
42,055,5.5     
42,057,7.1     
42,059,5.6     
42,061,7.9     
42,063,6.1     
42,065,6.4     
42,067,5.6     
42,069,6.6     
42,071,4.6     
42,073,6.2     
42,075,5.0     
42,077,6.1     
42,079,7.4     
42,081,6.2     
42,083,6.4     
42,085,5.9     
42,087,6.4     
42,089,7.6     
42,091,4.7     
42,093,4.7     
42,095,6.0     
42,097,6.7     
42,099,5.2     
42,101,8.1     
42,103,7.6     
42,105,7.4     
42,107,7.1     
42,109,5.2     
42,111,7.3     
42,113,6.1     
42,115,5.9     
42,117,6.9     
42,119,5.0     
42,121,5.9     
42,123,5.3     
42,125,5.8     
42,127,6.4     
42,129,5.8     
42,131,6.7     
42,133,5.4     
44,001,6.5     
44,003,7.2     
44,005,6.7     
44,007,8.2     
44,009,7.1     
45,001,7.7     
45,003,6.5     
45,005,12.1     
45,007,5.9     
45,009,11.5     
45,011,9.6     
45,013,5.7     
45,015,6.0     
45,017,8.0     
45,019,5.1     
45,021,8.3     
45,023,9.6     
45,025,6.8     
45,027,8.3     
45,029,7.6     
45,031,8.0     
45,033,9.6     
45,035,5.8     
45,037,6.7     
45,039,8.6     
45,041,7.2     
45,043,8.5     
45,045,5.3     
45,047,6.9     
45,049,7.7     
45,051,7.4     
45,053,5.7     
45,055,6.4     
45,057,7.2     
45,059,7.1     
45,061,9.0     
45,063,5.0     
45,065,7.8     
45,067,10.5     
45,069,10.6     
45,071,5.7     
45,073,6.3     
45,075,11.3     
45,077,6.3     
45,079,6.0     
45,081,5.7     
45,083,6.3     
45,085,7.3     
45,087,8.6     
45,089,9.9     
45,091,6.3     
46,003,2.6     
46,005,3.1     
46,007,5.5     
46,009,2.8     
46,011,3.2     
46,013,2.9     
46,015,3.3     
46,017,7.7     
46,019,3.4     
46,021,3.3     
46,023,3.8     
46,025,3.9     
46,027,3.5     
46,029,3.3     
46,031,5.9     
46,033,4.6     
46,035,2.8     
46,037,5.3     
46,039,5.4     
46,041,14.5     
46,043,2.9     
46,045,2.5     
46,047,4.7     
46,049,3.1     
46,051,3.6     
46,053,3.4     
46,055,2.7     
46,057,3.4     
46,059,2.6     
46,061,3.5     
46,063,2.3     
46,065,2.6     
46,067,2.9     
46,069,2.8     
46,071,5.4     
46,073,2.5     
46,075,3.8     
46,077,3.0     
46,079,3.6     
46,081,3.5     
46,083,2.4     
46,085,4.3     
46,087,2.7     
46,089,3.9     
46,091,4.1     
46,093,3.4     
46,095,6.0     
46,097,3.2     
46,099,3.0     
46,101,4.1     
46,102,13.3     
46,103,3.4     
46,105,3.3     
46,107,3.3     
46,109,4.8     
46,111,2.6     
46,115,3.5     
46,117,2.6     
46,119,2.8     
46,121,8.7     
46,123,3.2     
46,125,2.9     
46,127,3.7     
46,129,5.4     
46,135,3.0     
46,137,5.9     
47,001,6.7     
47,003,7.4     
47,005,8.7     
47,007,8.9     
47,009,5.9     
47,011,6.0     
47,013,9.3     
47,015,6.3     
47,017,10.0     
47,019,7.6     
47,021,5.4     
47,023,6.7     
47,025,8.6     
47,027,9.0     
47,029,9.0     
47,031,6.3     
47,033,7.6     
47,035,7.9     
47,037,5.0     
47,039,9.4     
47,041,8.1     
47,043,6.2     
47,045,8.2     
47,047,7.2     
47,049,8.4     
47,051,6.1     
47,053,8.8     
47,055,6.1     
47,057,8.1     
47,059,8.0     
47,061,9.3     
47,063,7.3     
47,065,6.1     
47,067,9.7     
47,069,9.2     
47,071,8.9     
47,073,7.2     
47,075,9.7     
47,077,8.6     
47,079,8.0     
47,081,6.5     
47,083,9.8     
47,085,7.7     
47,087,8.7     
47,089,7.3     
47,091,6.8     
47,093,5.4     
47,095,9.2     
47,097,9.7     
47,099,8.1     
47,101,8.9     
47,103,5.3     
47,105,6.6     
47,107,7.5     
47,109,10.5     
47,111,6.4     
47,113,6.7     
47,115,7.8     
47,117,6.2     
47,119,5.9     
47,121,8.6     
47,123,7.5     
47,125,6.6     
47,127,5.0     
47,129,8.7     
47,131,9.5     
47,133,7.8     
47,135,8.0     
47,137,8.8     
47,139,7.8     
47,141,6.8     
47,143,8.3     
47,145,7.5     
47,147,5.6     
47,149,5.2     
47,151,11.6     
47,153,7.4     
47,155,7.1     
47,157,7.6     
47,159,6.3     
47,161,9.2     
47,163,6.6     
47,165,5.2     
47,167,8.2     
47,169,7.0     
47,171,9.0     
47,173,7.8     
47,175,9.5     
47,177,6.7     
47,179,6.2     
47,181,8.6     
47,183,8.5     
47,185,7.3     
47,187,4.5     
47,189,5.2     
48,001,4.7     
48,003,3.0     
48,005,5.2     
48,007,5.5     
48,009,4.5     
48,011,3.2     
48,013,4.9     
48,015,4.8     
48,017,5.0     
48,019,4.8     
48,021,4.9     
48,023,4.2     
48,025,5.8     
48,027,5.8     
48,029,4.7     
48,031,3.6     
48,033,3.1     
48,035,5.2     
48,037,6.3     
48,039,5.1     
48,041,4.0     
48,043,4.6     
48,045,4.2     
48,047,7.7     
48,049,5.2     
48,051,4.8     
48,053,4.3     
48,055,5.2     
48,057,4.8     
48,059,4.4     
48,061,8.3     
48,063,6.1     
48,065,3.4     
48,067,7.6     
48,069,4.0     
48,071,5.8     
48,073,5.8     
48,075,3.6     
48,077,4.6     
48,079,5.1     
48,081,4.3     
48,083,6.1     
48,085,4.5     
48,087,4.1     
48,089,4.4     
48,091,4.5     
48,093,4.8     
48,095,3.0     
48,097,3.9     
48,099,6.0     
48,101,6.1     
48,103,4.0     
48,105,3.8     
48,107,4.7     
48,109,4.2     
48,111,2.9     
48,113,5.4     
48,115,4.9     
48,117,3.6     
48,119,6.0     
48,121,4.4     
48,123,3.8     
48,125,6.3     
48,127,3.8     
48,129,4.8     
48,131,5.6     
48,133,4.8     
48,135,3.4     
48,137,4.3     
48,139,4.9     
48,141,6.4     
48,143,4.2     
48,145,5.5     
48,147,5.3     
48,149,3.4     
48,151,4.5     
48,153,7.1     
48,155,4.2     
48,157,4.5     
48,159,5.1     
48,161,5.6     
48,163,3.6     
48,165,3.3     
48,167,5.6     
48,169,3.6     
48,171,3.5     
48,173,2.7     
48,175,4.1     
48,177,3.9     
48,179,4.0     
48,181,4.8     
48,183,4.8     
48,185,4.8     
48,187,4.3     
48,189,9.4     
48,191,6.3     
48,193,4.6     
48,195,2.5     
48,197,4.9     
48,199,6.2     
48,201,5.0     
48,203,5.5     
48,205,2.5     
48,207,3.9     
48,209,4.3     
48,211,2.4     
48,213,5.6     
48,215,8.8     
48,217,5.3     
48,219,3.9     
48,221,4.9     
48,223,4.7     
48,225,5.0     
48,227,4.4     
48,229,6.3     
48,231,5.9     
48,233,4.4     
48,235,3.7     
48,237,3.7     
48,239,3.9     
48,241,8.1     
48,243,3.6     
48,245,8.3     
48,247,6.1     
48,249,5.2     
48,251,5.0     
48,253,5.5     
48,255,3.6     
48,257,5.1     
48,259,4.0     
48,261,2.9     
48,263,3.3     
48,265,4.4     
48,267,3.9     
48,269,4.0     
48,271,7.1     
48,273,5.4     
48,275,4.3     
48,277,6.1     
48,279,5.8     
48,281,5.6     
48,283,3.1     
48,285,3.9     
48,287,4.0     
48,289,5.3     
48,291,7.1     
48,293,5.8     
48,295,3.4     
48,297,3.6     
48,299,5.2     
48,301,5.1     
48,303,3.9     
48,305,4.4     
48,307,4.2     
48,309,5.0     
48,311,2.0     
48,313,4.9     
48,315,6.4     
48,317,3.4     
48,319,4.6     
48,321,7.8     
48,323,11.0     
48,325,4.9     
48,327,4.7     
48,329,2.9     
48,331,6.2     
48,333,4.3     
48,335,4.3     
48,337,4.0     
48,339,4.4     
48,341,3.5     
48,343,7.8     
48,345,4.2     
48,347,5.3     
48,349,5.2     
48,351,8.3     
48,353,4.3     
48,355,5.1     
48,357,3.0     
48,359,3.6     
48,361,8.0     
48,363,5.1     
48,365,4.9     
48,367,4.6     
48,369,3.0     
48,371,4.2     
48,373,6.4     
48,375,4.0     
48,377,11.6     
48,379,4.9     
48,381,3.4     
48,383,3.2     
48,385,6.2     
48,387,7.8     
48,389,4.0     
48,391,4.3     
48,393,3.6     
48,395,5.4     
48,397,4.5     
48,399,4.2     
48,401,4.9     
48,403,10.6     
48,405,9.6     
48,407,5.8     
48,409,6.2     
48,411,4.2     
48,413,3.0     
48,415,3.3     
48,417,2.8     
48,419,5.8     
48,421,3.1     
48,423,5.2     
48,425,5.1     
48,427,13.6     
48,429,4.4     
48,431,3.0     
48,433,3.9     
48,435,3.6     
48,437,6.1     
48,439,5.0     
48,441,4.2     
48,443,4.4     
48,445,4.3     
48,447,4.0     
48,449,6.3     
48,451,4.0     
48,453,4.1     
48,455,6.0     
48,457,8.0     
48,459,5.1     
48,461,3.2     
48,463,5.7     
48,465,5.7     
48,467,5.3     
48,469,4.2     
48,471,5.4     
48,473,5.1     
48,475,3.6     
48,477,4.6     
48,479,5.1     
48,481,4.7     
48,483,3.6     
48,485,4.9     
48,487,4.9     
48,489,12.4     
48,491,4.4     
48,493,4.2     
48,495,4.4     
48,497,4.9     
48,499,6.0     
48,501,3.0     
48,503,4.1     
48,505,5.2     
48,507,12.1     
49,001,4.0     
49,003,3.9     
49,005,3.2     
49,007,5.1     
49,009,4.2     
49,011,3.6     
49,013,3.6     
49,015,5.3     
49,017,8.8     
49,019,6.4     
49,021,4.5     
49,023,4.1     
49,025,4.8     
49,027,3.5     
49,029,3.4     
49,031,7.2     
49,033,3.9     
49,035,3.7     
49,037,7.7     
49,039,4.6     
49,041,4.5     
49,043,3.4     
49,045,4.8     
49,047,3.6     
49,049,3.5     
49,051,3.8     
49,053,4.4     
49,055,9.4     
49,057,4.4     
50,001,3.8     
50,003,4.6     
50,005,5.0     
50,007,3.0     
50,009,6.7     
50,011,4.0     
50,013,4.5     
50,015,5.1     
50,017,3.8     
50,019,6.4     
50,021,4.7     
50,023,3.9     
50,025,4.1     
50,027,3.7     
51,001,6.6     
51,003,4.5     
51,005,5.9     
51,007,5.2     
51,009,5.4     
51,011,5.7     
51,013,3.3     
51,015,4.7     
51,017,4.5     
51,019,5.1     
51,021,6.0     
51,023,4.9     
51,025,8.1     
51,027,10.4     
51,029,6.8     
51,031,5.4     
51,033,6.2     
51,035,6.7     
51,036,5.9     
51,037,6.8     
51,041,5.1     
51,043,4.4     
51,045,6.4     
51,047,5.0     
51,049,6.1     
51,051,10.2     
51,053,6.4     
51,057,6.4     
51,059,4.2     
51,061,4.6     
51,063,4.6     
51,065,4.4     
51,067,5.3     
51,069,4.7     
51,071,6.2     
51,073,4.8     
51,075,4.8     
51,077,7.8     
51,079,4.4     
51,081,6.5     
51,083,7.8     
51,085,4.5     
51,087,5.1     
51,089,7.7     
51,091,3.9     
51,093,5.2     
51,095,4.9     
51,097,5.7     
51,099,5.4     
51,101,5.2     
51,103,7.7     
51,105,8.2     
51,107,4.2     
51,109,5.1     
51,111,5.9     
51,113,4.1     
51,115,4.6     
51,117,7.7     
51,119,5.0     
51,121,5.1     
51,125,4.9     
51,127,4.5     
51,131,7.6     
51,133,7.1     
51,135,5.4     
51,137,5.3     
51,139,8.1     
51,141,6.7     
51,143,6.4     
51,145,4.5     
51,147,7.9     
51,149,6.3     
51,153,4.9     
51,155,6.1     
51,157,4.8     
51,159,5.5     
51,161,4.6     
51,163,5.6     
51,165,4.7     
51,167,7.9     
51,169,5.8     
51,171,5.0     
51,173,7.8     
51,175,4.9     
51,177,5.4     
51,179,5.3     
51,181,6.2     
51,183,7.8     
51,185,8.2     
51,187,5.6     
51,191,5.7     
51,193,6.4     
51,195,9.5     
51,197,6.4     
51,199,5.0     
51,510,3.8     
51,520,6.4     
51,530,6.0     
51,540,4.3     
51,550,5.3     
51,570,5.8     
51,580,8.0     
51,590,8.7     
51,595,8.2     
51,600,4.1     
51,610,3.6     
51,620,7.8     
51,630,6.1     
51,640,7.3     
51,650,6.7     
51,660,6.1     
51,670,9.0     
51,678,8.5     
51,680,6.4     
51,683,5.0     
51,685,4.8     
51,690,9.9     
51,700,6.2     
51,710,6.4     
51,720,7.7     
51,730,10.7     
51,735,4.5     
51,740,7.3     
51,750,6.7     
51,760,6.1     
51,770,5.9     
51,775,5.1     
51,790,5.1     
51,800,5.7     
51,810,4.9     
51,820,5.3     
51,830,7.3     
51,840,5.1     
53,001,7.2     
53,003,5.3     
53,005,7.4     
53,007,6.0     
53,009,8.4     
53,011,7.0     
53,013,7.1     
53,015,8.0     
53,017,7.0     
53,019,11.3     
53,021,8.3     
53,023,6.6     
53,025,7.4     
53,027,10.1     
53,029,6.6     
53,031,8.0     
53,033,4.7     
53,035,6.1     
53,037,6.9     
53,039,7.7     
53,041,9.0     
53,043,5.7     
53,045,8.3     
53,047,7.1     
53,049,9.8     
53,051,9.9     
53,053,7.0     
53,055,5.0     
53,057,7.2     
53,059,8.2     
53,061,5.3     
53,063,6.9     
53,065,9.3     
53,067,6.4     
53,069,9.6     
53,071,6.1     
53,073,6.5     
53,075,5.2     
53,077,8.6     
54,001,6.7     
54,003,5.5     
54,005,9.3     
54,007,9.5     
54,009,7.3     
54,011,5.5     
54,013,9.7     
54,015,10.9     
54,017,5.0     
54,019,8.4     
54,021,6.5     
54,023,7.7     
54,025,6.9     
54,027,6.3     
54,029,8.0     
54,031,8.4     
54,033,5.4     
54,035,6.7     
54,037,4.7     
54,039,5.9     
54,041,6.3     
54,043,9.6     
54,045,10.5     
54,047,13.1     
54,049,6.0     
54,051,7.7     
54,053,9.4     
54,055,7.7     
54,057,7.9     
54,059,12.0     
54,061,4.4     
54,063,5.9     
54,065,5.9     
54,067,9.1     
54,069,5.6     
54,071,4.9     
54,073,7.1     
54,075,8.7     
54,077,6.0     
54,079,5.6     
54,081,7.2     
54,083,7.2     
54,085,6.2     
54,087,10.0     
54,089,7.1     
54,091,5.3     
54,093,6.4     
54,095,9.1     
54,097,6.8     
54,099,6.9     
54,101,8.6     
54,103,10.3     
54,105,9.7     
54,107,6.0     
54,109,9.5     
55,001,8.8     
55,003,7.5     
55,005,5.8     
55,007,9.6     
55,009,4.9     
55,011,5.6     
55,013,8.0     
55,015,4.2     
55,017,5.4     
55,019,5.5     
55,021,5.3     
55,023,7.1     
55,025,3.7     
55,027,5.4     
55,029,8.2     
55,031,5.7     
55,033,5.2     
55,035,4.5     
55,037,7.4     
55,039,4.9     
55,041,8.7     
55,043,4.8     
55,045,4.5     
55,047,6.5     
55,049,5.1     
55,051,9.5     
55,053,5.9     
55,055,5.0     
55,057,6.5     
55,059,6.1     
55,061,5.1     
55,063,4.4     
55,065,4.2     
55,067,7.5     
55,069,6.2     
55,071,6.1     
55,073,5.1     
55,075,6.8     
55,077,7.2     
55,078,12.4     
55,079,6.9     
55,081,5.4     
55,083,6.2     
55,085,6.8     
55,087,4.8     
55,089,4.2     
55,091,4.8     
55,093,4.4     
55,095,5.7     
55,097,5.6     
55,099,5.4     
