"GeoFIPS","GeoName","Region","Table","LineCode","IndustryClassification","Description","1948","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015"
"35000","New Mexico","6","SA51","52","...","Population (persons) 1/",604000,644000,689000,717000,735000,756000,763000,785000,806000,847000,886000,919000,954000,965000,979000,989000,1006000,1012000,1007000,1000000,994000,1011000,1023206,1053258,1077815,1104225,1129568,1162682,1195162,1225245,1251848,1280539,1309400,1332747,1363822,1394362,1416719,1438360,1462728,1478519,1490336,1503901,1521574,1555305,1595442,1636453,1682398,1720394,1752326,1774839,1793484,1808082,1821204,1831690,1855309,1877574,1903808,1932274,1962137,1990070,2010662,2036802,2064950,2078407,2084594,2086895,2085572,2085487
"35000","New Mexico","6","SA51","53","...","Per capita disposable personal income (dollars) 2/",1064,1099,1165,1280,1346,1386,1422,1492,1568,1662,1781,1836,1822,1884,1922,1969,2071,2167,2287,2378,2579,2768,3060,3339,3639,3979,4347,4892,5254,5727,6358,7003,7700,8455,8998,9646,10416,11065,11388,11631,12189,12876,13616,14316,15029,15713,16299,17153,17616,18160,18998,19387,20953,22550,23425,24019,25153,26375,27511,28628,30251,29685,30491,31659,32685,32084,33734,34871
"36000","New York","2","SA51","51","...","Disposable personal income (thousands of dollars)",23129025,23466903,25116170,26421279,27371150,29263244,30603292,32612433,34565703,36696804,38332825,40319950,42066825,43744657,46123096,48046446,52042062,55051266,58717566,62770095,68790860,70830838,77528552,84083299,88972444,94990136,101945710,111693963,117621953,126479381,137253357,149023048,165212625,182265412,197245104,216533686,240641659,256068406,272999880,288602357,320854676,344912506,372093363,374222858,396284268,405426426,418401789,440678676,459547666,481875665,500677225,523436287,556782877,567310289,593274814,616907475,649913911,673473030,712616768,757147730,783601780,799217760,825750141,857990670,898640666,884173260,913574416,942228388
"36000","New York","2","SA51","52","...","Population (persons) 1/",14497000,14892000,14865000,14890000,15192000,15527000,15814000,15966000,16112000,16374000,16601000,16685000,16838000,17061000,17301000,17461000,17589000,17734000,17843000,17935000,18051000,18105000,18271605,18364865,18351767,18194767,18072768,18032254,17974654,17851507,17720421,17633646,17566754,17567731,17589737,17686907,17745676,17791678,17833421,17868844,17941309,17983084,18020784,18122510,18246653,18374954,18459470,18524104,18588460,18656546,18755906,18882725,19001780,19082838,19137800,19175939,19171567,19132610,19104631,19132335,19212436,19307066,19400867,19521745,19607140,19695680,19746227,19798738
"36000","New York","2","SA51","53","...","Per capita disposable personal income (dollars) 2/",1595,1576,1690,1774,1802,1885,1935,2043,2145,2241,2309,2417,2498,2564,2666,2752,2959,3104,3291,3500,3811,3912,4243,4578,4848,5221,5641,6194,6544,7085,7745,8451,9405,10375,11214,12243,13561,14393,15308,16151,17884,19180,20648,20650,21718,22064,22666,23789,24722,25829,26694,27720,29302,29729,31000,32171,33900,35200,37301,39574,40786,41395,42563,43951,45832,44892,46266,47590
"37000","North Carolina","5","SA51","51","...","Disposable personal income (thousands of dollars)",3632004,3620042,4213065,4674527,4767857,4979042,5128782,5543520,5899544,5892394,6265177,6629321,6966594,7375182,7869541,8256762,9042383,9688359,10698777,11567856,12574611,13900005,15285773,16781406,18724668,21338855,23384274,26020957,28504476,31087551,34920389,38241570,42867703,48168460,52334196,56856513,64530356,69613658,74954939,80076482,88261066,95633908,102022657,107089385,117112337,124695940,132269069,141428236,150958994,161492208,172641325,183010811,195571379,203719159,210880361,219675080,237123702,250297741,266937798,281788624,296523828,300543054,308978063,317395360,339922036,331776215,347313157,362089007
"37000","North Carolina","5","SA51","52","...","Population (persons) 1/",3837000,3911000,4068000,4120000,4109000,4120000,4131000,4242000,4309000,4368000,4376000,4458000,4573000,4663000,4707000,4742000,4802000,4863000,4896000,4952000,5004000,5031000,5099150,5200760,5296085,5382441,5461112,5535097,5593463,5668494,5740286,5801563,5898980,5956653,6019108,6077059,6164004,6253957,6321576,6403693,6480591,6565462,6664016,6784280,6897214,7042818,7187398,7344674,7500670,7656825,7809121,7949361,8081614,8210122,8326201,8422501,8553152,8705407,8917270,9118037,9309449,9449566,9559488,9651502,9748181,9848917,9943964,10044258
"37000","North Carolina","5","SA51","53","...","Per capita disposable personal income (dollars) 2/",947,926,1036,1135,1160,1209,1242,1307,1369,1349,1432,1487,1523,1582,1672,1741,1883,1992,2185,2336,2513,2763,2998,3227,3536,3965,4282,4701,5096,5484,6083,6592,7267,8086,8695,9356,10469,11131,11857,12505,13619,14566,15309,15785,16980,17705,18403,19256,20126,21091,22108,23022,24200,24813,25327,26082,27724,28752,29935,30905,31852,31805,32322,32886,34870,33687,34927,36049
"38000","North Dakota","4","SA51","51","...","Disposable personal income (thousands of dollars)",789176,691639,817082,831860,760353,774857,807851,891027,920127,943989,1086163,1003496,1119701,1023452,1446523,1336135,1331846,1559908,1568006,1558748,1626326,1797869,1913160,2241176,2661614,3720453,3578687,3773672,3695789,3856857,4826731,4940113,4640652,6093906,6745072,7163276,7739449,8012848,8169231,8359590,7654255,8615537,9337892,9428201,10394811,10469119,11402775,11364775,12769499,12415758,13664708,13768111,14995250,15254331,15850647,17401016,17673219,18605123,19347248,21305173,24200458,24014541,26392375,29364826,34680678,34773543,36233538,35971564
"38000","North Dakota","4","SA51","52","...","Population (persons) 1/",580000,597000,619000,604000,608000,609000,611000,615000,613000,612000,606000,618000,634000,641000,637000,644000,649000,649000,647000,626000,621000,621000,618851,626659,630937,632411,634212,638469,645293,649168,650648,652152,654380,659504,668972,676687,680499,676979,669513,661141,655330,646351,637685,635753,638223,641216,644804,647832,650382,649716,647532,644259,642023,639062,638168,638817,644705,646089,649422,652822,657569,664968,674345,685242,701705,723857,739482,757059
"38000","North Dakota","4","SA51","53","...","Per capita disposable personal income (dollars) 2/",1361,1159,1320,1377,1251,1272,1322,1449,1501,1542,1792,1624,1766,1597,2271,2075,2052,2404,2424,2490,2619,2895,3091,3576,4219,5883,5643,5911,5727,5941,7418,7575,7092,9240,10083,10586,11373,11836,12202,12644,11680,13330,14643,14830,16287,16327,17684,17543,19634,19110,21103,21370,23356,23870,24838,27239,27413,28797,29791,32636,36803,36114,39138,42853,49423,48039,48999,47515
"39000","Ohio","3","SA51","51","...","Disposable personal income (thousands of dollars)",11046965,10705580,11849590,13245066,14014735,15342339,15815034,16906704,18002207,18934791,18972444,20206832,20879312,21405279,22457699,23353260,25289447,27177104,29522736,30891595,33659338,36261935,38816862,41954850,44817059,49717240,54296871,58586456,63812937,70217197,77412689,84897661,93225505,100735455,106654653,113258196,125828237,133258254,139812639,145294958,156554512,167633982,177798943,182200456,194922575,202573445,213330896,222626881,231486142,244405435,257673676,266839648,280465762,289759064,299405126,311287839,324088338,332126787,349281382,360820657,373258010,371636915,379002905,400524840,416931198,419521856,435449391,446580166
"39000","Ohio","3","SA51","52","...","Population (persons) 1/",7876000,7973000,7980000,8061000,8275000,8591000,8873000,9017000,9207000,9410000,9599000,9671000,9734000,9854000,9929000,9986000,10080000,10201000,10330000,10414000,10516000,10563000,10668839,10734782,10746920,10767205,10765613,10770498,10752731,10771232,10795431,10798562,10800650,10788336,10757085,10737631,10737743,10734926,10730272,10760081,10798554,10829216,10864162,10945762,11029431,11101140,11152454,11202751,11242827,11277357,11311536,11335454,11363543,11387404,11407889,11434788,11452251,11463320,11481213,11500468,11515391,11528896,11540070,11544757,11550901,11572005,11594163,11614959
"39000","Ohio","3","SA51","53","...","Per capita disposable personal income (dollars) 2/",1403,1343,1485,1643,1694,1786,1782,1875,1955,2012,1977,2089,2145,2172,2262,2339,2509,2664,2858,2966,3201,3433,3638,3908,4170,4617,5044,5440,5935,6519,7171,7862,8631,9337,9915,10548,11718,12414,13030,13503,14498,15480,16366,16646,17673,18248,19129,19873,20590,21672,22780,23540,24681,25446,26245,27223,28299,28973,30422,31374,32414,32235,32842,34693,36095,36253,37558,38449
"40000","Oklahoma","6","SA51","51","...","Disposable personal income (thousands of dollars)",2204226,2334634,2411791,2663105,2887384,3003345,3033136,3212870,3395399,3532029,3843827,3993250,4186952,4314777,4493963,4652027,5026814,5388269,5747098,6265693,6812981,7472384,8336658,9193337,9944361,11372166,12457925,14137462,15457000,17076583,19181788,22198560,25392243,29211222,32383999,34241654,37062130,38642147,39683718,38993067,40682820,43137851,44914131,46709777,49997323,52016674,54246957,56602223,59649280,62496141,66446017,69078493,75654973,81530124,84429713,87862715,93105938,99074516,107886965,111954236,123837554,117927937,124043110,134051780,144089150,146075272,152679278,155643179
"40000","Oklahoma","6","SA51","52","...","Population (persons) 1/",2089000,2105000,2229000,2210000,2219000,2182000,2209000,2250000,2273000,2282000,2267000,2289000,2336000,2380000,2427000,2439000,2446000,2440000,2454000,2489000,2503000,2535000,2566485,2617944,2657448,2694182,2732454,2771858,2823396,2865935,2913056,2970080,3040758,3096159,3206129,3290404,3285535,3271333,3252735,3210124,3167064,3150304,3148825,3175440,3220517,3252285,3280940,3308208,3340129,3372917,3405194,3437147,3454365,3467100,3489080,3504892,3525233,3548597,3594090,3634349,3668976,3717572,3759481,3786527,3817059,3853118,3878051,3911921
"40000","Oklahoma","6","SA51","53","...","Per capita disposable personal income (dollars) 2/",1055,1109,1082,1205,1301,1376,1373,1428,1494,1548,1696,1745,1792,1813,1852,1907,2055,2208,2342,2517,2722,2948,3248,3512,3742,4221,4559,5100,5475,5958,6585,7474,8351,9435,10101,10407,11280,11812,12200,12147,12846,13693,14264,14710,15525,15994,16534,17110,17858,18529,19513,20098,21901,23515,24198,25069,26411,27919,30018,30804,33753,31722,32995,35402,37749,37911,39370,39787
"41000","Oregon","8","SA51","51","...","Disposable personal income (thousands of dollars)",2093857,2122939,2342570,2565904,2703332,2773572,2770989,3004266,3169484,3214962,3263315,3530682,3644580,3818470,4041118,4223538,4582782,5016912,5372468,5701693,6147251,6698161,7420657,8228132,9134681,10321781,11624271,13111636,14646995,16157775,18471367,20805978,23170092,25136068,25838577,27698817,30209941,31555780,33124001,34871756,38457942,41620291,45396733,47563442,50889708,54413806,58101655,62630879,67237919,70861551,75422073,78470391,84649561,88075852,90847637,94693812,99953564,102600179,110588411,116379821,121251046,121399820,123121363,128477923,135116166,135442773,142751984,149990884
"41000","Oregon","8","SA51","52","...","Population (persons) 1/",1405000,1431000,1532000,1556000,1582000,1601000,1626000,1659000,1698000,1712000,1718000,1746000,1772000,1787000,1818000,1853000,1888000,1937000,1969000,1979000,2004000,2062000,2100388,2149890,2195219,2238878,2280956,2324622,2372155,2439355,2509609,2578312,2641218,2667985,2664919,2653071,2666589,2672648,2683526,2700996,2741297,2790579,2860375,2928507,2991755,3060367,3121264,3184369,3247111,3304310,3352449,3393941,3429708,3467937,3513424,3547376,3569463,3613202,3670883,3722417,3768748,3808600,3837083,3867644,3898684,3928068,3970239,4029631
"41000","Oregon","8","SA51","53","...","Per capita disposable personal income (dollars) 2/",1490,1484,1529,1649,1709,1732,1704,1811,1867,1878,1899,2022,2057,2137,2223,2279,2427,2590,2729,2881,3067,3248,3533,3827,4161,4610,5096,5640,6175,6624,7360,8070,8773,9421,9696,10440,11329,11807,12343,12911,14029,14915,15871,16242,17010,17780,18615,19668,20707,21445,22498,23121,24681,25397,25857,26694,28002,28396,30126,31265,32173,31875,32087,33219,34657,34481,35956,37222
"42000","Pennsylvania","2","SA51","51","...","Disposable personal income (thousands of dollars)",13455875,13456896,15042207,16115544,16664490,17989058,17901063,18904120,20280718,21345017,21623203,22630167,23367941,24027118,24906218,25790499,27923700,29843953,31940373,34205066,36852213,39511474,42845084,45968876,49130268,54138789,59149100,65689731,71373577,77879610,85534058,94143889,103333256,113235183,121956429,129471338,139851932,148342192,156483571,164798171,179101338,193440932,205244073,214986047,226891895,235623733,242925510,253230488,264778551,276378781,290197884,302609612,323926855,336488189,351225590,366256186,386072441,397226409,423011794,442260339,463058064,466967686,479647041,499969785,522682373,521067152,538783439,553225593
"42000","Pennsylvania","2","SA51","52","...","Population (persons) 1/",10287000,10390000,10507000,10461000,10503000,10662000,10817000,10939000,10972000,10954000,11058000,11234000,11329000,11392000,11355000,11424000,11519000,11620000,11664000,11681000,11741000,11741000,11811561,11884354,11904541,11885202,11863936,11897778,11887478,11881857,11864774,11873563,11868305,11858569,11845146,11837726,11815175,11770865,11782754,11810869,11845755,11865992,11903299,11982164,12049450,12119724,12166050,12198403,12220464,12227814,12245672,12263805,12284173,12298970,12331031,12374658,12410722,12449990,12510809,12563937,12612285,12666858,12711077,12743995,12770043,12781296,12787209,12804290
"42000","Pennsylvania","2","SA51","53","...","Per capita disposable personal income (dollars) 2/",1308,1295,1432,1541,1587,1687,1655,1728,1848,1949,1955,2014,2063,2109,2193,2258,2424,2568,2738,2928,3139,3365,3627,3868,4127,4555,4986,5521,6004,6554,7209,7929,8707,9549,10296,10937,11837,12602,13281,13953,15119,16302,17243,17942,18830,19441,19967,20759,21667,22602,23698,24675,26369,27359,28483,29597,31108,31906,33812,35201,36715,36865,37735,39232,40930,40768,42135,43206
"44000","Rhode Island","1","SA51","51","...","Disposable personal income (thousands of dollars)",1028479,1043237,1145378,1241285,1296581,1397874,1424004,1494413,1564589,1609460,1691249,1785333,1801377,1879956,2029750,2113120,2279642,2457299,2665593,2901193,3135511,3308895,3656090,3874092,4169162,4449001,4644893,5132560,5549711,6081933,6581380,7242604,8194909,9135597,9860001,10676809,11814506,12686759,13559533,14411115,15998125,17429102,17920320,18095309,19029982,19818853,20275168,21371781,22014981,23093766,24592096,25646647,27365565,28834014,30854031,32684449,34178690,34721695,36495632,37917545,39151859,39350894,40802723,41640900,43594525,43180449,45277513,46694773
"44000","Rhode Island","1","SA51","52","...","Population (persons) 1/",787000,801000,786000,784000,802000,815000,816000,823000,840000,851000,858000,857000,855000,858000,871000,876000,885000,893000,899000,909000,922000,932000,950561,963974,976365,978010,953503,946339,950321,955128,957237,956643,948773,953012,954170,956382,961895,968956,977340,989605,996407,1000666,1005995,1010649,1012581,1015112,1015960,1017002,1020893,1025353,1031155,1040402,1050268,1057142,1065995,1071342,1074579,1067916,1063096,1057315,1055003,1053646,1053078,1052020,1052637,1053354,1055173,1056420
"44000","Rhode Island","1","SA51","53","...","Per capita disposable personal income (dollars) 2/",1307,1302,1457,1583,1617,1715,1745,1816,1863,1891,1971,2083,2107,2191,2330,2412,2576,2752,2965,3192,3401,3550,3846,4019,4270,4549,4871,5424,5840,6368,6875,7571,8637,9586,10334,11164,12283,13093,13874,14562,16056,17418,17814,17905,18794,19524,19957,21014,21564,22523,23849,24651,26056,27275,28944,30508,31807,32514,34330,35862,37111,37347,38746,39582,41415,40993,42910,44201
"45000","South Carolina","5","SA51","51","...","Disposable personal income (thousands of dollars)",1747513,1697043,1878332,2346676,2483201,2591531,2467637,2615420,2709406,2832294,2943442,3141939,3296466,3455923,3679118,3895236,4216215,4638568,5165421,5568762,6126628,6778774,7548202,8283845,9129981,10387847,11734245,13092452,14424515,15704796,17692133,19603563,22005023,24636437,26460810,28750774,32175328,34366842,36746914,39218307,42880114,46344903,49745216,52303182,55880725,58681479,62102550,65465052,69298263,73458003,78716226,82905598,89375234,93104210,97337261,101527923,107929643,113313744,122075543,129119938,136842093,137615584,140165872,145699265,152685758,152766903,159751111,167128673
"45000","South Carolina","5","SA51","52","...","Population (persons) 1/",1996000,2029000,2113000,2167000,2178000,2181000,2176000,2200000,2229000,2274000,2304000,2348000,2392000,2409000,2423000,2460000,2475000,2494000,2520000,2533000,2559000,2570000,2598210,2661836,2718404,2775442,2843199,2900158,2941407,2988979,3041068,3086885,3134502,3179255,3207611,3234068,3271864,3303211,3342759,3380507,3412097,3456777,3501155,3570404,3620464,3663314,3705397,3748582,3796200,3859696,3919235,3974682,4024223,4064995,4107795,4150297,4210921,4270150,4357847,4444110,4528996,4589872,4636290,4673054,4722621,4771929,4832482,4896991
"45000","South Carolina","5","SA51","53","...","Per capita disposable personal income (dollars) 2/",876,836,889,1083,1140,1188,1134,1189,1216,1246,1278,1338,1378,1435,1518,1583,1704,1860,2050,2198,2394,2638,2905,3112,3359,3743,4127,4514,4904,5254,5818,6351,7020,7749,8249,8890,9834,10404,10993,11601,12567,13407,14208,14649,15435,16019,16760,17464,18255,19032,20085,20858,22209,22904,23696,24463,25631,26536,28013,29054,30215,29982,30232,31179,32331,32014,33058,34129
"46000","South Dakota","4","SA51","51","...","Disposable personal income (thousands of dollars)",865947,667334,808945,935678,818501,892517,921516,858676,913818,1079529,1093169,1001671,1229803,1228146,1403506,1354274,1345078,1518750,1632361,1655233,1757032,1899788,2088761,2315430,2674280,3350528,3313615,3715927,3624559,4163892,4764659,5223812,5194845,6056508,6376277,6757293,7722333,7918215,8277649,8666275,9024750,9682464,10565704,11015975,11936322,12418363,13441139,13647812,15133456,15273334,16533122,17378467,18674694,19563349,19970935,22054247,23393912,23974186,24245084,26915380,29330285,29137140,30559521,33691184,34342585,34577177,35105349,34777013
"46000","South Dakota","4","SA51","52","...","Population (persons) 1/",612000,631000,655000,655000,651000,648000,655000,663000,670000,666000,656000,667000,683000,693000,705000,708000,701000,692000,683000,671000,669000,668000,666641,671382,677389,678939,679877,681420,686843,688992,689293,689018,690851,689584,690597,693009,697250,698404,696036,696034,698160,696698,697101,703669,712801,722159,730790,737925,742213,744223,746058,750412,755844,757972,760020,763729,770396,775493,783033,791623,799124,807067,816192,824171,834504,845510,853175,858577
"46000","South Dakota","4","SA51","53","...","Per capita disposable personal income (dollars) 2/",1415,1058,1235,1429,1257,1377,1407,1295,1364,1621,1666,1502,1801,1772,1991,1913,1919,2195,2390,2467,2626,2844,3133,3449,3948,4935,4874,5453,5277,6043,6912,7582,7519,8783,9233,9751,11075,11338,11893,12451,12926,13898,15157,15655,16746,17196,18393,18495,20390,20523,22161,23159,24707,25810,26277,28877,30366,30915,30963,34000,36703,36103,37442,40879,41153,40895,41147,40505
"47000","Tennessee","5","SA51","51","...","Disposable personal income (thousands of dollars)",2936515,2933281,3247726,3562909,3700927,3964321,4060151,4283535,4557212,4771815,4973051,5322333,5429966,5764381,6021517,6455750,7010075,7606117,8302362,8907086,9801747,10490307,11491462,12787551,14371927,16301227,18038003,19891436,22134821,24536135,27813470,30939325,34055089,37884038,40485405,43336688,48491981,51765749,55504789,59518562,65032502,69580715,74199766,78233049,85690878,91135659,96614434,103581289,108823415,114911317,126754597,132473253,141473356,145935042,152178008,159193484,169476408,174809948,183843485,192463170,202285595,203561869,211308462,221062100,234165103,235004721,243182099,253639530
"47000","Tennessee","5","SA51","52","...","Population (persons) 1/",3216000,3236000,3315000,3372000,3352000,3319000,3359000,3415000,3415000,3434000,3471000,3522000,3575000,3622000,3673000,3718000,3771000,3798000,3822000,3859000,3878000,3897000,3936975,4010238,4088445,4138417,4201621,4260829,4329160,4401939,4461639,4533297,4600252,4627662,4646043,4659757,4686743,4715292,4738708,4782939,4822438,4854432,4894492,4966587,5049742,5137584,5231438,5326936,5416643,5499233,5570045,5638706,5703719,5750789,5795918,5847812,5910809,5991057,6088766,6175727,6247411,6306019,6356628,6398389,6455177,6497269,6549352,6601198
"47000","Tennessee","5","SA51","53","...","Per capita disposable personal income (dollars) 2/",913,906,980,1057,1104,1194,1209,1254,1334,1390,1433,1511,1519,1591,1639,1736,1859,2003,2172,2308,2528,2692,2919,3189,3515,3939,4293,4668,5113,5574,6234,6825,7403,8186,8714,9300,10347,10978,11713,12444,13485,14333,15160,15752,16969,17739,18468,19445,20091,20896,22756,23494,24804,25377,26256,27223,28672,29178,30194,31164,32379,32281,33242,34550,36276,36170,37131,38423
"48000","Texas","6","SA51","51","...","Disposable personal income (thousands of dollars)",8459985,9288598,9933309,11154945,11971371,12324917,12746662,13782880,14699254,15660888,16221670,17120655,17503118,18504987,19372442,20199041,21986242,23603711,25595044,27878454,30673472,33806852,37707347,41375957,45424795,51694485,57740452,66565762,74415604,82276366,95118868,108257628,123702276,143965795,160032458,173485551,191206871,205772496,212987053,216464087,230954855,245570902,265353756,279074571,303334157,320608443,338616225,361714389,386308529,417935478,454973285,481563399,523732296,562109523,577318851,605879886,639842579,689943169,749563708,793056434,866504319,848580551,888587079,960501247,1032142743,1045610166,1104922033,1146340445
"48000","Texas","6","SA51","52","...","Population (persons) 1/",7626000,7623000,7776000,8111000,8314000,8336000,8382000,8660000,8830000,9070000,9252000,9405000,9624000,9820000,10053000,10159000,10270000,10378000,10492000,10599000,10819000,11045000,11236772,11509640,11758760,12018970,12267865,12568182,12903268,13191790,13497726,13887312,14338208,14746318,15331408,15751674,16007088,16272722,16561103,16621767,16667040,16806729,17056755,17398005,17759738,18161612,18564062,18958751,19340342,19740317,20157531,20558220,20944499,21319622,21690325,22030931,22394023,22778123,23359580,23831983,24309039,24801761,25245717,25657477,26094422,26505637,26956958,27473794
"48000","Texas","6","SA51","53","...","Per capita disposable personal income (dollars) 2/",1109,1218,1277,1375,1440,1479,1521,1592,1665,1727,1753,1820,1819,1884,1927,1988,2141,2274,2439,2630,2835,3061,3356,3595,3863,4301,4707,5296,5767,6237,7047,7795,8627,9763,10438,11014,11945,12645,12861,13023,13857,14611,15557,16041,17080,17653,18240,19079,19974,21172,22571,23424,25006,26366,26616,27501,28572,30290,32088,33277,35645,34215,35198,37436,39554,39449,40988,41725
"49000","Utah","7","SA51","51","...","Disposable personal income (thousands of dollars)",780574,813405,906300,1037015,1086615,1111978,1126753,1238334,1340231,1454529,1507247,1607010,1715409,1832431,1997086,2073600,2211439,2344736,2484663,2615936,2779309,3007206,3386827,3822806,4246794,4714487,5263073,5941139,6623901,7464205,8557956,9616040,10817574,12131426,13164430,14251144,15799345,16906038,17733932,18494131,19697282,21200558,22753816,24571855,26633719,28692391,30948345,33634323,36532509,39412553,42518757,45102059,48721386,51807749,54303554,56246150,60007316,64570176,71233816,77230120,82190952,80564596,82641753,87704208,92623755,94823723,98839925,103669500
"49000","Utah","7","SA51","52","...","Population (persons) 1/",653000,671000,696000,706000,724000,739000,750000,783000,809000,826000,845000,870000,900000,936000,958000,974000,978000,994000,1009000,1019000,1029000,1047000,1065672,1100733,1134601,1168784,1198793,1233935,1272365,1316421,1364235,1416094,1472595,1515472,1558314,1594943,1622342,1642910,1662833,1678120,1689372,1705865,1731223,1779780,1836799,1898404,1960446,2014177,2067976,2119784,2165960,2203482,2244502,2283715,2324815,2360137,2401580,2457719,2525507,2597746,2663029,2723421,2774346,2815324,2855194,2902787,2942902,2996314
"49000","Utah","7","SA51","53","...","Per capita disposable personal income (dollars) 2/",1195,1212,1302,1469,1501,1505,1502,1582,1657,1761,1784,1847,1906,1958,2085,2129,2261,2359,2463,2567,2701,2872,3178,3473,3743,4034,4390,4815,5206,5670,6273,6791,7346,8005,8448,8935,9739,10290,10665,11021,11660,12428,13143,13806,14500,15114,15786,16699,17666,18593,19630,20469,21707,22686,23358,23832,24987,26272,28206,29730,30864,29582,29788,31152,32440,32666,33586,34599
"50000","Vermont","1","SA51","51","...","Disposable personal income (thousands of dollars)",400723,388827,413319,465240,472578,497909,511199,526432,570360,595582,606835,649076,684613,714564,750539,770012,831754,918338,1028654,1111967,1211201,1307382,1442902,1605332,1739897,1929364,2086857,2293242,2561632,2755575,3156028,3529465,3952553,4436344,4849036,5189398,5743448,6173081,6626231,7151162,7859005,8668733,9005136,9224482,9909309,10276834,10816481,11414005,11944583,12482154,13361729,14136715,15166623,16081026,16789087,17771947,18934433,19141849,20343164,21279597,22323439,22455744,22902532,24168671,25127632,25227338,26060296,26705725
"50000","Vermont","1","SA51","52","...","Population (persons) 1/",359000,369000,379000,378000,375000,379000,377000,375000,377000,376000,380000,387000,389000,390000,393000,397000,399000,404000,413000,423000,430000,437000,446323,454357,463214,468533,473138,479894,485144,492174,498284,505711,512524,515594,519108,523302,526658,530035,534066,540267,549763,557708,564798,568606,572751,577748,583836,589002,593701,597239,600416,604683,609618,612223,615442,617858,619920,621215,622892,623481,624151,624817,625792,626450,626138,626855,626562,626107
"50000","Vermont","1","SA51","53","...","Per capita disposable personal income (dollars) 2/",1116,1054,1091,1231,1260,1314,1356,1404,1513,1584,1597,1677,1760,1832,1910,1940,2085,2273,2491,2629,2817,2992,3233,3533,3756,4118,4411,4779,5280,5599,6334,6979,7712,8604,9341,9917,10905,11647,12407,13236,14295,15543,15944,16223,17301,17788,18527,19379,20119,20900,22254,23379,24879,26267,27280,28764,30543,30814,32659,34130,35766,35940,36598,38580,40131,40244,41593,42654
"51000","Virginia","5","SA51","51","...","Disposable personal income (thousands of dollars)",3581446,3644292,4113643,4780081,5132753,5320591,5452192,5751754,6168524,6501280,6750391,7188740,7352524,7860956,8436698,9004410,10120593,10875705,11681760,12757209,14001672,15530651,16945093,18911819,20706191,23304077,25632273,28793213,31538429,34737947,39220681,43585866,49166359,54803741,59656486,65198343,72987781,78617541,84856136,90886206,100078793,107680728,113476357,118924480,127074532,133412642,139863008,146519844,153065424,162350473,171013094,181320767,196069688,206701706,217478255,232363562,249791007,266003001,284074934,300133386,311739806,315600801,325095875,341060966,358096113,355310820,367534237,381083531
"51000","Virginia","5","SA51","52","...","Population (persons) 1/",3207000,3292000,3315000,3434000,3504000,3557000,3555000,3588000,3722000,3844000,3914000,3951000,3986000,4095000,4180000,4276000,4357000,4411000,4456000,4508000,4558000,4614000,4659930,4752846,4828131,4906648,4978155,5056385,5132693,5205706,5284122,5324533,5368334,5444094,5492785,5564662,5643868,5715149,5811692,5932273,6036908,6120246,6216884,6301217,6414307,6509630,6593139,6670693,6750884,6829183,6900918,7000174,7105817,7198362,7286873,7366977,7475575,7577105,7673725,7751000,7833496,7925937,8025376,8110188,8193422,8270345,8326289,8384065
"51000","Virginia","5","SA51","53","...","Per capita disposable personal income (dollars) 2/",1117,1107,1241,1392,1465,1496,1534,1603,1657,1691,1725,1819,1845,1920,2018,2106,2323,2466,2622,2830,3072,3366,3636,3979,4289,4749,5149,5694,6145,6673,7422,8186,9159,10067,10861,11716,12932,13756,14601,15321,16578,17594,18253,18873,19811,20495,21213,21965,22673,23773,24781,25902,27593,28715,29845,31541,33414,35106,37019,38722,39796,39819,40508,42053,43705,42962,44141,45453
"53000","Washington","8","SA51","51","...","Disposable personal income (thousands of dollars)",3430178,3494273,3952064,4233858,4466664,4753639,4940152,5203141,5440907,5794481,5867904,6257333,6464923,6789322,7309456,7468793,7981190,8577366,9586224,10452313,11556705,12506427,13449048,14295966,15254426,17114899,19429143,22066968,24382096,26986652,31096548,35384574,40191105,44741020,48298767,51987924,56043593,59395381,63726318,67133150,73394579,80364698,88094300,94771321,102516265,108054942,113297031,119591522,127539562,136489585,147973774,155734104,167946742,174875070,183182990,192437088,208124588,214070351,230414353,248045815,262975230,260192087,265435504,277308718,296763733,297317985,313619742,326379418
"53000","Washington","8","SA51","52","...","Population (persons) 1/",2255000,2294000,2387000,2424000,2448000,2466000,2516000,2604000,2668000,2724000,2773000,2821000,2855000,2882000,2942000,2955000,2961000,2967000,3057000,3174000,3270000,3343000,3417362,3446958,3446815,3477227,3547877,3618824,3690561,3772360,3886191,4012831,4154678,4235728,4276551,4300269,4343657,4400096,4452724,4531903,4639894,4746315,4903043,5025624,5160757,5278842,5375161,5481027,5569753,5674747,5769562,5842564,5910512,5985722,6052349,6104115,6178645,6257305,6370753,6461587,6562231,6667426,6741911,6822112,6896325,6973742,7061530,7171445
